date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused1,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused2,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused3,unused4,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel
2020-12-03,US,,,0,,,iso1:us,14218459,276381,17019493,191595836,62396,815778,604332,108096,,88615,68116,23042,,217738,,,,0.12,,54.5,0.07,1.07,0.1,,,0.77,3,,,2856,,3,3
2020-12-04,US,,,0,,,iso1:us,14449827,279018,17265311,193462085,67410,815783,601215,108022,,88857,68069,23122,,231368,,,,0.12,,55.6,0.07,1.07,0.1,,,0.77,3,,,2637,,3,3
2020-12-05,US,,,0,,,iso1:us,14655535,281208,17462366,194951804,67410,810714,583907,107251,,88468,67297,23171,,205708,,,,0.12,,57.9,0.07,1.07,0.1,,,0.76,3,,,2190,,3,3
2020-12-06,US,,,0,,,iso1:us,14827456,282319,17625615,196077913,67410,807110,569844,108638,,88231,66194,23434,,171921,,,,0.12,,59.5,0.07,1.07,0.1,,,0.75,3,,,1111,,3,3
2020-12-07,US,,,0,,,iso1:us,15031979,283853,17810599,197428292,67410,765402,544599,110147,,88190,66488,23892,,204523,,,,0.12,,61.1,0.07,1.06,0.1,,,0.75,3,,,1534,,3,3
2020-12-08,US,,,0,,,iso1:us,15251693,286674,18029306,199119319,67410,769419,565465,112385,,88826,68632,24196,,219714,,,,0.119,,62.6,0.06,1.05,0.1,,,0.77,3,,,2821,,3,3
2020-12-09,US,,,0,,,iso1:us,15471409,289830,18275485,200991804,67410,814607,607768,114836,,88636,69204,24611,,219716,,,,0.118,,63.4,0.06,1.05,0.1,,,0.78,3,,,3156,,3,3
2020-12-10,US,,,0,,,iso1:us,15696634,292771,18526401,202916973,67410,816430,608950,115711,,88821,69440,24635,,225225,,,,0.117,,63.7,0.06,1.04,0.1,,,0.78,3,,,2941,,3,3
2020-12-11,US,,,0,,,iso1:us,15977147,295726,18761533,204732725,67410,815700,604030,115853,,89074,69358,24745,,280513,,,,0.117,,65.8,0.06,1.03,0.1,,,0.78,3,,,2955,,3,3
2020-12-12,US,,,0,,,iso1:us,16184679,297981,18968468,206242313,67410,812659,587274,115374,,88838,68502,24632,,207532,,,,0.118,,65.9,0.06,1.02,0.1,,,0.77,3,,,2255,,3,3
2020-12-13,US,,,0,,,iso1:us,16368898,299338,19133207,207322678,67410,808686,574519,117716,,88496,67122,25072,,184219,,,,0.118,,66.4,0.06,1.01,0.1,,,0.76,3,,,1357,,3,3
2020-12-14,US,,,0,,,iso1:us,16569783,301016,19322299,208622379,67410,766345,545453,118776,,88398,67463,25558,,200885,,14672,1437,0.119,,66.3,0.06,1.0,0.1,,,0.76,3,0.0,0.0,1678,,3,3
2020-12-15,US,,,0,,,iso1:us,16772936,304041,19557306,210325958,67410,769990,570017,120536,,88929,69316,25810,,203153,,60635,1474,0.12,,65.6,0.06,0.99,0.1,,,0.78,3,0.0,0.0,3025,,3,3
2020-12-16,US,,,0,,,iso1:us,17017763,307652,19794457,212159904,67410,818437,608731,122454,,89414,69653,25971,,244827,,212962,1685,0.12,,66.6,0.06,0.99,0.1,,,0.78,3,0.001,0.0,3611,,3,3
2020-12-17,US,,,0,,,iso1:us,17255472,310950,20035507,213965051,67410,819487,606962,123204,,89565,69683,25892,,237709,,473678,2203,0.12,,67.2,0.06,0.98,0.1,,,0.78,3,0.001,0.0,3298,,3,3
2020-12-18,US,,,0,,,iso1:us,17506662,313820,20273707,215741918,67410,819505,605001,121335,,89509,69412,25948,,251190,,876137,2812,0.121,,65.9,0.06,0.98,0.1,,,0.78,3,0.003,0.0,2870,,3,3
2020-12-19,US,,,0,,,iso1:us,17700567,316381,20468528,217252642,67410,816146,585784,120280,,89574,68421,25803,,193905,,1051960,3539,0.12,,65.3,0.06,0.98,0.1,,,0.76,3,0.003,0.0,2561,,3,3
2020-12-20,US,,,0,,,iso1:us,17880478,317810,20627862,218365065,67410,812728,571078,121775,,89293,67226,26055,,179911,,1152967,4080,0.119,,65.1,0.06,0.98,0.1,,,0.75,3,0.003,0.0,1429,,3,3
2020-12-21,US,,,0,,,iso1:us,18081996,319773,20818693,219696801,67410,767226,540892,123133,,89370,67522,26429,,201518,,1522462,4922,0.119,,65.2,0.06,0.98,0.1,,,0.76,3,0.005,0.0,1963,,3,3
2020-12-22,US,,,0,,,iso1:us,18283633,323012,21046363,221450353,67410,775907,562356,127283,,89636,69245,26728,,201637,,1958731,7014,0.118,,65.1,0.06,0.99,0.1,,,0.77,3,0.006,0.0,3239,,3,3
2020-12-23,US,,,0,,,iso1:us,18511396,326424,21301847,223467010,67410,817486,589855,127763,,89470,68837,26926,,227763,,2510961,8682,0.118,,64.4,0.06,0.99,0.1,,,0.77,3,0.008,0.0,3412,,3,3
2020-12-24,US,,,0,,,iso1:us,18704907,329248,21523235,225130353,67410,808623,562933,125452,,89504,67744,26712,,193511,,2698462,9550,0.118,,62.5,0.07,1.0,0.1,,,0.76,3,0.008,0.0,2824,,3,3
2020-12-25,US,,,0,,,iso1:us,18805838,330377,21666314,226060013,67410,803214,520961,121579,,89008,65565,26557,,100931,,2710413,9602,0.119,,56.0,0.07,1.01,0.1,,,0.74,3,0.008,0.0,1129,,3,3
2020-12-26,US,,,0,,,iso1:us,19022699,332023,21808236,226906837,67410,803039,521822,123774,,89256,65571,26732,,216861,,2845540,9962,0.122,,57.0,0.07,1.02,0.1,,,0.73,3,0.009,0.0,1646,,3,3
2020-12-27,US,,,0,,,iso1:us,19174788,333253,21956380,227700595,67410,803979,539297,128343,,89138,66342,27061,,152089,,2936295,10339,0.125,,55.8,0.07,1.03,0.1,,,0.74,3,0.009,0.0,1230,,3,3
2020-12-28,US,,,0,,,iso1:us,19363798,335152,22155710,228787649,67410,758631,525230,129748,,89000,67226,27518,,189010,,3494966,12669,0.128,,55.2,0.07,1.04,0.1,,,0.76,3,0.011,0.0,1899,,3,3
2020-12-29,US,,,0,,,iso1:us,19564828,338780,22428371,230373933,67410,765100,554213,131661,,89409,69512,27778,,201030,,4175439,15705,0.134,,55.2,0.07,1.04,0.1,,,0.78,3,0.013,0.0,3628,,3,3
2020-12-30,US,,,0,,,iso1:us,19793777,342588,22734718,232247204,67410,816775,599072,133219,,89705,70013,27694,,228949,,4972343,21226,0.14,,55.3,0.07,1.05,0.1,,,0.78,3,0.015,0.0,3808,,3,3
2020-12-31,US,,,0,,,iso1:us,20024801,346050,23018548,233879187,67410,814403,593288,132158,,89684,69710,27746,,231024,,5372925,23259,0.146,,56.9,0.07,1.05,0.1,,,0.78,3,0.016,0.0,3462,,3,3
2021-01-01,US,,,0,,,iso1:us,20172049,347970,23211817,234934742,67410,810860,567886,129901,,89360,68499,27469,,147248,,5416535,24875,0.148,,58.9,0.07,1.05,0.1,,,0.77,3,0.016,0.0,1920,,3,3
2021-01-02,US,,,0,,,iso1:us,20463659,350343,23384177,235874937,67410,809583,558821,131304,,89617,67522,27612,,291610,,5658617,27101,0.149,,62.1,0.07,1.05,0.1,,,0.75,3,0.017,0.0,2373,,3,3
2021-01-03,US,,,0,,,iso1:us,20665439,351694,23550722,236753540,67410,808283,563811,134840,,89679,68195,28005,,201780,,5781788,29203,0.15,,64.2,0.06,1.05,0.1,,,0.76,3,0.017,0.0,1351,,3,3
2021-01-04,US,,,0,,,iso1:us,20917269,353743,23765958,237939424,67410,762125,544130,136520,,89931,69469,28265,,251830,,6354059,71246,0.15,,66.9,0.06,1.04,0.1,,,0.77,3,0.019,0.0,2049,,3,3
2021-01-05,US,,,0,,,iso1:us,21152285,357432,24041886,239628096,67410,766445,567747,138586,,90393,71353,28527,,235016,,7046627,153526,0.148,,68.4,0.06,1.03,0.1,,,0.79,3,0.021,0.0,3689,,3,3
2021-01-06,US,,,0,,,iso1:us,21408251,361396,24350003,241646885,67410,818822,614641,139781,,90780,72034,28607,,255966,,7846898,319393,0.147,,69.6,0.06,1.02,0.1,,,0.79,3,0.024,0.001,3964,,3,3
2021-01-07,US,,,0,,,iso1:us,21688585,365509,24645851,243601205,67410,818738,614880,138645,,91688,72485,28491,,280334,,8678843,588155,0.143,,71.7,0.06,1.01,0.1,,,0.79,3,0.026,0.002,4113,,3,3
2021-01-08,US,,,0,,,iso1:us,21989362,369404,24914586,245473682,67410,813158,607757,137174,,91133,71792,28365,,300777,,9490483,938514,0.139,,78.3,0.05,0.99,0.1,,,0.79,5,0.029,0.003,3895,,5,3
2021-01-09,US,,,0,,,iso1:us,22241281,372663,25130346,246968418,67410,810957,593816,135806,,90873,71066,28187,,251919,,9846773,1062227,0.136,,76.6,0.05,0.98,0.1,,,0.78,5,0.03,0.003,3259,,5,3
2021-01-10,US,,,0,,,iso1:us,22449576,374440,25292566,247970484,67410,808538,581206,136086,,90907,69910,28370,,208295,,10013662,1129144,0.134,,76.9,0.05,0.96,0.1,,,0.77,5,0.03,0.003,1777,,5,3
2021-01-11,US,,,0,,,iso1:us,22675892,376488,25488824,249297380,67410,760954,551488,135979,,90571,70208,28739,,226316,,10706629,1442099,0.132,,75.8,0.05,0.95,0.1,,,0.78,5,0.032,0.004,2048,,5,3
2021-01-12,US,,,0,,,iso1:us,22905869,380894,25719934,251095336,67410,763473,568832,135676,,91315,71875,28891,,229977,,11582379,1746920,0.128,,75.6,0.05,0.93,0.1,,,0.79,5,0.035,0.005,4406,,5,3
2021-01-13,US,,,0,,,iso1:us,23135194,384824,25948930,252971575,67410,815788,613784,135992,,91460,72123,28734,,229325,,12575763,2009717,0.124,,74.4,0.05,0.92,0.1,,,0.79,3,0.038,0.006,3930,,3,3
2021-01-14,US,,,0,,,iso1:us,23374716,388804,26175931,254810634,67410,814972,612722,142315,,91856,72264,28527,,239522,,13694829,2138419,0.12,,72.7,0.06,0.91,0.1,,,0.79,3,0.041,0.006,3980,,3,3
2021-01-15,US,,,0,,,iso1:us,23614569,392553,26395080,256618278,67410,814528,610662,132901,,91635,72052,28421,,239853,,14776212,2251703,0.117,,70.0,0.06,0.9,0.1,,,0.79,3,0.045,0.007,3749,,3,3
2021-01-16,US,,,0,,,iso1:us,23816762,395894,26570193,258021534,67410,811913,594147,130147,,91466,71153,28119,,202193,,15329193,2319398,0.115,,67.9,0.06,0.89,0.1,,,0.78,3,0.046,0.007,3341,,3,3
2021-01-17,US,,,0,,,iso1:us,23986856,397624,26700494,258955953,67410,807528,581258,129561,,91171,69806,27890,,170094,,15579353,2358724,0.114,,66.3,0.06,0.88,0.1,,,0.77,3,0.047,0.007,1730,,3,3
2021-01-18,US,,,0,,,iso1:us,24127989,399065,26845625,260094503,67410,758796,547032,128650,,91058,69806,27830,,141133,,16193187,2572530,0.112,,62.6,0.06,0.88,0.1,,,0.77,3,0.049,0.008,1441,,3,3
2021-01-19,US,,,0,,,iso1:us,24314933,401836,27027371,261713272,67410,763181,565621,127891,,91119,71087,27583,,186944,,17134617,2906777,0.11,,60.7,0.07,0.87,0.1,,,0.78,3,0.052,0.009,2771,,3,3
2021-01-20,US,,,0,,,iso1:us,24500421,406216,27226622,263635325,67410,814812,611594,126488,,91412,71649,27003,,185488,,18270871,3306250,0.107,,58.8,0.07,0.87,0.1,,,0.78,3,0.055,0.01,4380,,3,3
2021-01-21,US,,,0,,,iso1:us,24690903,410351,27416746,265484629,67410,813741,610986,123033,,91251,71457,26516,,190482,,19566271,3562782,0.104,,56.7,0.07,0.87,0.1,,,0.78,3,0.059,0.011,4135,,3,3
2021-01-22,US,,,0,,,iso1:us,24882468,414082,27591487,267222092,67410,812950,609338,120896,,91368,71581,26005,,191565,,20918497,3759904,0.101,,54.6,0.07,0.87,0.1,,,0.78,3,0.063,0.011,3731,,3,3
2021-01-23,US,,,0,,,iso1:us,25050385,417404,27740838,268612138,67410,809366,592170,116824,,91041,70270,25363,,167917,,21644131,3901492,0.1,,53.2,0.08,0.86,0.1,,,0.77,3,0.065,0.012,3322,,3,3
2021-01-24,US,,,0,,,iso1:us,25180061,419219,27851362,269499249,67410,807056,579926,115808,,90544,68443,25120,,129676,,21937190,3983696,0.098,,51.4,0.08,0.86,0.1,,,0.76,3,0.066,0.012,1815,,3,3
2021-01-25,US,,,0,,,iso1:us,25336637,421126,27977176,270601346,67410,758681,546946,113938,,90630,68574,25001,,156576,,22767082,4441022,0.097,,52.1,0.08,0.86,0.1,,,0.76,3,0.069,0.013,1907,,3,3
2021-01-26,US,,,0,,,iso1:us,25487275,425224,28129307,272222958,67410,762419,566363,112890,,91095,70512,24896,,150638,,23802611,4987319,0.095,,50.5,0.08,0.86,0.1,,,0.77,3,0.072,0.015,4098,,3,3
2021-01-27,US,,,0,,,iso1:us,25643045,429326,28295480,274110480,67410,814939,611740,111329,,91123,70760,24359,,155770,,25021150,5599491,0.093,,49.2,0.08,0.86,0.1,,,0.78,3,0.075,0.017,4102,,3,3
2021-01-28,US,,,0,,,iso1:us,25809220,433194,28448277,275854219,67410,812654,607781,108094,,91026,70178,23786,,166175,,26360256,6121458,0.09,,48.2,0.08,0.86,0.1,,,0.77,3,0.08,0.018,3868,,3,3
2021-01-29,US,,,0,,,iso1:us,25973835,436794,28597060,277537828,67410,811394,601446,104410,,91210,69827,23121,,164615,,27690838,6588088,0.089,,47.0,0.09,0.85,0.1,,,0.77,3,0.084,0.02,3600,,3,3
2021-01-30,US,,,0,,,iso1:us,26107635,439435,28718320,278846743,67410,808386,580934,100899,,90331,68151,22707,,133800,,28436030,6816132,0.087,,45.6,0.09,0.85,0.1,,,0.75,3,0.086,0.021,2641,,3,3
2021-01-31,US,,,0,,,iso1:us,26221430,441299,28806753,279701451,67410,803529,566337,99455,,89879,66974,22502,,113795,,28754956,6932728,0.086,,44.9,0.09,0.85,0.1,,,0.75,3,0.087,0.021,1864,,3,3
2021-02-01,US,,,0,,,iso1:us,26363284,443249,28895948,280645089,67410,755554,532168,97752,,89732,66506,22229,,141854,,29469209,7455573,0.084,,44.2,0.09,0.84,0.1,,,0.74,3,0.089,0.022,1950,,3,3
2021-02-02,US,,,0,,,iso1:us,26478540,446860,29013981,282159437,67410,758805,554936,97065,,90042,68148,21765,,115256,,30403352,8108290,0.082,,42.7,0.1,0.84,0.1,,,0.76,3,0.092,0.024,3611,,3,3
2021-02-03,US,,,0,,,iso1:us,26598723,450703,29141017,283901176,67410,810553,599106,95867,,89962,68212,21403,,120183,,31638362,8896519,0.079,,41.2,0.1,0.84,0.1,,,0.76,3,0.095,0.027,3843,,3,3
2021-02-04,US,,,0,,,iso1:us,26724359,455820,29269979,285702110,67410,809873,598489,93083,,90169,68102,20870,,125636,,32993222,9756335,0.077,,39.4,0.1,0.83,0.1,,,0.76,3,0.1,0.029,5117,,3,3
2021-02-05,US,,,0,,,iso1:us,26853860,459390,29393573,287410262,67410,808180,594160,90485,,89931,67834,20352,,129501,,34318986,10658190,0.075,,37.9,0.11,0.83,0.1,,,0.75,3,0.104,0.032,3570,,3,3
2021-02-06,US,,,0,,,iso1:us,26958807,462052,29491327,288644933,67410,804983,578149,87219,,89420,66603,19861,,104947,,35156776,11056716,0.073,,36.7,0.11,0.83,0.1,,,0.74,3,0.106,0.033,2662,,3,3
2021-02-07,US,,,0,,,iso1:us,27046088,463353,29563481,289400249,67410,798987,561481,85836,,89130,64897,19375,,87281,,35432546,11203845,0.072,,35.5,0.11,0.82,0.1,,,0.73,3,0.107,0.034,1301,,3,3
2021-02-08,US,,,0,,,iso1:us,27139070,464936,29639954,290369802,67410,752246,527731,83641,,88933,64605,19326,,92982,,36245590,11862330,0.071,,33.4,0.12,0.82,0.1,,,0.73,3,0.109,0.036,1583,,3,3
2021-02-09,US,,,0,,,iso1:us,27235460,468106,29740122,291965122,67410,759815,553559,83383,,89541,66747,18927,,96390,,37256485,12704760,0.069,,32.6,0.12,0.82,0.1,,,0.75,3,0.112,0.038,3170,,3,3
2021-02-10,US,,,0,,,iso1:us,27330435,471360,29831487,293515807,67410,809036,598828,80995,,89629,67150,18315,,94975,,38449938,13679969,0.067,,31.5,0.13,0.83,0.1,,,0.75,3,0.116,0.041,3254,,3,3
2021-02-11,US,,,0,,,iso1:us,27436075,475238,29914419,294852584,67410,808084,596014,77829,,89379,66611,17713,,105640,,39687481,14709502,0.066,,30.7,0.13,0.83,0.1,,,0.75,3,0.12,0.044,3878,,3,3
2021-02-12,US,,,0,,,iso1:us,27535702,480701,30001378,296180288,67410,805905,588720,74908,,89398,66207,17333,,99627,,41027598,15809024,0.065,,29.4,0.14,0.83,0.1,,,0.74,3,0.124,0.048,5463,,3,3
2021-02-13,US,,,0,,,iso1:us,27620354,484073,30070421,297213117,67410,800713,567703,72255,,88814,64750,16865,,84652,,41867589,16362894,0.063,,28.5,0.14,0.84,0.1,,,0.73,3,0.126,0.049,3372,,3,3
2021-02-14,US,,,0,,,iso1:us,27684134,485154,30117843,297829679,67410,796315,552545,70435,,89133,62841,16350,,63780,,42199286,16581135,0.062,,27.5,0.15,0.85,0.1,,,0.71,3,0.127,0.05,1081,,3,3
2021-02-15,US,,,0,,,iso1:us,27739406,486148,30168272,298579005,67410,748125,515206,68661,,88130,62762,16227,,55272,,42794419,17078182,0.06,,25.9,0.16,0.86,0.1,,,0.71,3,0.129,0.052,994,,3,3
2021-02-16,US,,,0,,,iso1:us,27803946,487855,30232894,299765868,67410,751453,534450,68310,,88601,64152,15921,,64540,,43573843,17828848,0.059,,24.5,0.17,0.86,0.1,,,0.72,2,0.131,0.054,1707,,2,3
2021-02-17,US,,,0,,,iso1:us,27874107,490326,30304405,301166014,67410,804234,584311,69995,,89160,65234,15579,,70161,,44489629,18778297,0.058,,23.4,0.17,0.87,0.1,,,0.73,2,0.134,0.057,2471,,2,3
2021-02-18,US,,,0,,,iso1:us,27945898,492951,30372956,302512602,67410,804101,584176,65872,,88757,64729,15024,,71791,,45303410,19703241,0.056,,22.0,0.19,0.88,0.1,,,0.73,2,0.137,0.059,2625,,2,3
2021-02-19,US,,,0,,,iso1:us,28023910,495572,30438325,303802038,67410,804202,584063,63962,,88753,64594,14492,,78012,,46115671,20737278,0.054,,21.0,0.19,0.89,0.1,,,0.73,2,0.139,0.063,2621,,2,3
2021-02-20,US,,,0,,,iso1:us,28093630,497403,30495923,304802479,67410,801074,565827,61703,,88389,63126,14111,,69720,,46703690,21384304,0.053,,20.4,0.2,0.9,0.1,,,0.71,2,0.141,0.065,1831,,2,3
2021-02-21,US,,,0,,,iso1:us,28148810,498650,30543227,305438563,67410,798513,552777,60828,,88199,61660,13724,,55180,,46944513,21684718,0.053,,20.0,0.2,0.91,0.1,,,0.7,2,0.142,0.065,1247,,2,3
2021-02-22,US,,,0,,,iso1:us,28208276,500104,30601480,306421174,67410,752692,522332,60016,,88538,62083,13671,,59466,,47551014,22437130,0.052,,20.2,0.2,0.92,0.1,,,0.7,2,0.143,0.068,1454,,2,3
2021-02-23,US,,,0,,,iso1:us,28280189,502432,30675337,307992399,67410,757489,548348,59369,,88994,64548,13354,,71913,,48402551,23396981,0.051,,20.5,0.2,0.93,0.1,,,0.73,2,0.146,0.071,2328,,2,3
2021-02-24,US,,,0,,,iso1:us,28354383,505642,30749759,309608264,67410,808831,597821,58680,,89358,64989,12892,,74194,,49614658,24549232,0.05,,20.7,0.2,0.93,0.1,,,0.73,2,0.15,0.074,3210,,2,3
2021-02-25,US,,,0,,,iso1:us,28432264,508107,30820236,311151104,67410,806233,594744,56501,,88795,64443,12464,,77881,,51104435,25800403,0.049,,21.0,0.19,0.94,0.1,,,0.73,2,0.154,0.078,2465,,2,3
2021-02-26,US,,,0,,,iso1:us,28510582,510283,30884696,312565362,67410,805424,589248,54412,,88697,63905,12162,,78318,,52732674,27090418,0.048,,21.0,0.19,0.95,0.1,,,0.72,2,0.159,0.082,2176,,2,3
2021-02-27,US,,,0,,,iso1:us,28573256,511850,30935842,313589408,67410,802773,570152,52500,,88316,62385,11716,,62674,,53840530,27857356,0.048,,20.7,0.2,0.95,0.1,,,0.71,2,0.162,0.084,1567,,2,3
2021-02-28,US,,,0,,,iso1:us,28624161,512979,30973728,314184965,67410,798558,553544,51626,,88390,60696,11552,,50905,,54354910,28126032,0.047,,20.5,0.2,0.95,0.1,,,0.69,2,0.164,0.085,1129,,2,3
2021-03-01,US,,,0,,,iso1:us,28680857,514404,31022053,315132779,67410,743309,515059,49962,,87011,59750,11359,,56696,,55429381,28831176,0.046,,20.4,0.2,0.95,0.1,,,0.69,2,0.167,0.087,1425,,2,3
2021-03-02,US,,,0,,,iso1:us,28738501,515710,31084053,316684294,67410,747214,537241,49358,,87264,62009,11036,,57644,,56821229,29719261,0.045,,19.8,0.21,0.95,0.1,,,0.71,2,0.171,0.09,1306,,2,3
2021-03-03,US,,,0,,,iso1:us,28805113,518079,31147712,318360866,67410,799765,583476,49052,,87830,62370,10741,,66612,,58499141,30775181,0.043,,19.4,0.21,0.95,0.1,,,0.71,2,0.176,0.093,2369,,2,3
2021-03-04,US,,,0,,,iso1:us,28872395,520028,31207811,319856254,67410,806653,587913,47044,,88275,62822,10552,,67282,,60382947,31929368,0.043,,19.0,0.21,0.95,0.1,,,0.71,2,0.182,0.096,1949,,2,3
2021-03-05,US,,,0,,,iso1:us,28938090,522511,31264936,321232127,67410,805919,582180,46305,,88189,62612,10320,,65695,,62318958,33147077,0.042,,18.4,0.22,0.95,0.1,,,0.71,2,0.188,0.1,2483,,2,3
2021-03-06,US,,,0,,,iso1:us,28994675,523970,31313379,322250282,67410,801184,561172,44982,,87839,61119,10026,,56585,,63616799,33959966,0.042,,18.2,0.22,0.96,0.1,,,0.7,2,0.192,0.102,1459,,2,3
2021-03-07,US,,,0,,,iso1:us,29034739,524646,31348891,322825029,67410,798370,547460,44208,,87363,59246,9845,,40064,,64258448,34277280,0.042,,17.7,0.23,0.96,0.1,,,0.68,2,0.194,0.103,676,,2,3
2021-03-08,US,,,0,,,iso1:us,29129252,525466,31394297,323758811,67410,749726,514736,43760,,87418,59346,9787,,94513,,65672178,35068463,0.041,,19.3,0.21,0.96,0.1,,,0.68,2,0.198,0.106,820,,2,3
2021-03-09,US,,,0,,,iso1:us,29185151,527351,31451888,325242999,67410,752627,536246,43482,,87580,61358,9609,,55899,,67393541,36070709,0.041,,19.2,0.21,0.96,0.1,,,0.7,2,0.203,0.109,1885,,2,3
2021-03-10,US,,,0,,,iso1:us,29243346,528825,31510949,326801110,67410,805986,585872,43427,,87760,61844,9453,,58195,,69393302,37266093,0.041,,18.9,0.22,0.96,0.1,,,0.7,2,0.209,0.112,1474,,2,3
2021-03-11,US,,,0,,,iso1:us,29305733,530349,31568583,328244108,67410,805112,585848,42692,,87871,62041,9237,,62387,,71605396,38587500,0.041,,18.7,0.22,0.97,0.1,,,0.71,2,0.216,0.116,1524,,2,3
2021-03-12,US,,,0,,,iso1:us,29369899,532054,31627225,329584921,67410,803737,582098,42262,,87725,61550,9117,,64166,,73658164,40023482,0.042,,18.6,0.22,0.97,0.1,,,0.7,2,0.222,0.121,1705,,2,3
2021-03-13,US,,,0,,,iso1:us,29419456,533928,31676126,330560986,67410,800767,561114,41457,,87320,60007,8904,,49557,,75006196,40982475,0.042,,18.3,0.22,0.98,0.1,,,0.69,2,0.226,0.124,1874,,2,3
2021-03-14,US,,,0,,,iso1:us,29457445,534497,31710883,331105481,67410,796018,542270,40697,,87450,57696,8771,,37989,,75632923,41373130,0.042,,18.2,0.22,0.98,0.1,,,0.66,2,0.228,0.125,569,,2,3
2021-03-15,US,,,0,,,iso1:us,29514609,535246,31757512,332009991,67410,747113,508190,40688,,87007,58329,8783,,57164,,77057299,42182986,0.042,,16.6,0.24,0.99,0.1,,,0.67,2,0.232,0.127,749,,2,3
2021-03-16,US,,,0,,,iso1:us,29569140,536491,31815938,333452455,67410,751049,533360,41107,,87063,60425,8732,,54531,,78917982,43160425,0.042,,16.5,0.25,1.0,0.1,,,0.69,2,0.238,0.13,1245,,2,3
2021-03-17,US,,,0,,,iso1:us,29628071,537668,31877931,335009171,67410,803171,583582,41190,,87173,61084,8678,,58931,,80978353,44213656,0.043,,16.6,0.25,1.0,0.1,,,0.7,2,0.244,0.133,1177,,2,3
2021-03-18,US,,,0,,,iso1:us,29688541,539226,31939025,336423847,67410,803582,582726,40612,,87113,61047,8516,,60470,,83187365,45334695,0.043,,16.5,0.25,1.01,0.1,,,0.7,2,0.251,0.137,1558,,2,3
2021-03-19,US,,,0,,,iso1:us,29749164,540740,31997147,337706794,67410,802252,578005,40380,,87251,60861,8418,,60623,,85329624,46468368,0.044,,16.3,0.25,1.02,0.1,,,0.7,2,0.257,0.14,1514,,2,3
2021-03-20,US,,,0,,,iso1:us,29803589,541512,32045876,338642689,67410,799345,558208,39229,,86944,59586,8237,,54425,,86689344,47272818,0.044,,16.6,0.25,1.03,0.1,,,0.69,2,0.262,0.143,772,,2,3
2021-03-21,US,,,0,,,iso1:us,29837782,541960,32084593,339210603,67410,796101,542922,39145,,86551,57624,8123,,34193,,87343168,47612619,0.044,,16.4,0.25,1.03,0.1,,,0.67,2,0.263,0.144,448,,2,3
2021-03-22,US,,,0,,,iso1:us,29892498,542608,32134186,340130132,67410,746527,510284,39583,,86447,57740,8343,,54716,,88884818,48351465,0.044,,16.3,0.25,1.04,0.1,,,0.67,2,0.268,0.146,648,,2,3
2021-03-23,US,,,0,,,iso1:us,29949244,543501,32199731,341594973,67410,750634,535015,40185,,86783,60329,8375,,56746,,90814969,49403847,0.045,,16.4,0.25,1.04,0.1,,,0.7,2,0.274,0.149,893,,2,3
2021-03-24,US,,,0,,,iso1:us,30029147,545091,32270237,343182687,67410,804150,584878,40717,,87447,61100,8485,,79903,,92950376,50717499,0.046,,17.3,0.24,1.04,0.1,,,0.7,2,0.28,0.153,1590,,2,3
2021-03-25,US,,,0,,,iso1:us,30098263,546361,32338327,344561868,67410,804494,584021,40522,,87238,60914,8333,,69116,,95139879,52231981,0.047,,17.7,0.23,1.05,0.1,,,0.7,2,0.287,0.158,1270,,2,3
2021-03-26,US,,,0,,,iso1:us,30172762,547621,32408395,345865457,67410,802990,580971,40714,,87117,60903,8325,,74499,,97184066,53891728,0.048,,18.3,0.22,1.05,0.1,,,0.7,2,0.293,0.163,1260,,2,3
2021-03-27,US,,,0,,,iso1:us,30233462,548401,32467450,346803945,67410,800000,561302,39919,,87021,59587,8199,,60700,,98504994,54972514,0.049,,18.5,0.22,1.05,0.1,,,0.68,2,0.297,0.166,780,,2,3
2021-03-28,US,,,0,,,iso1:us,30277977,548891,32512345,347381743,67410,796025,545372,40323,,86681,57675,8355,,44515,,99160047,55473584,0.05,,19.0,0.21,1.05,0.1,,,0.67,2,0.299,0.167,490,,2,3
2021-03-29,US,,,0,,,iso1:us,30348716,549576,32569717,348332950,67410,746991,513219,40797,,86238,57954,8435,,70739,,100708601,56626289,0.05,,19.7,0.21,1.05,0.1,,,0.67,2,0.304,0.171,685,,2,3
2021-03-30,US,,,0,,,iso1:us,30410950,550523,32644694,349788214,67410,750680,535357,41311,,86656,60318,8568,,62234,,102653103,58100266,0.052,,19.9,0.2,1.04,0.1,,,0.7,2,0.31,0.175,947,,2,3
